UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP 
190734,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"Z",0,"Z",0,"R",0,"R",0,"A",
190761,"R",331,"R",511,"R",65,"R",305,"R",4,"R",301,"R",197,"R",65,"R",5,"R",0,"R",5,"R",4,"R",80
190770,"R",466,"R",805,"R",58,"R",440,"R",0,"R",440,"R",280,"R",64,"R",20,"R",0,"R",20,"R",5,"R",25
190840,"R",1539,"R",2501,"R",62,"R",1147,"Z",0,"R",1147,"R",720,"R",63,"R",341,"Z",0,"R",341,"R",169,"R",50
190956,"R",3,"R",3,"R",100,"R",7,"R",0,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",
190974,"R",130,"R",183,"R",71,"R",102,"Z",0,"R",102,"R",77,"R",75,"R",42,"Z",0,"R",42,"R",24,"R",57
190983,"R",334,"R",398,"R",84,"R",342,"R",0,"R",342,"R",248,"R",73,"R",23,"R",0,"R",23,"R",18,"R",78
191083,"R",2442,"R",3744,"R",65,"R",2515,"R",4,"R",2511,"R",1534,"R",61,"R",313,"R",1,"R",312,"R",158,"R",51
191126,"R",1073,"R",2997,"R",36,"R",928,"R",0,"R",928,"R",796,"R",86,"R",18,"R",0,"R",18,"R",13,"R",72
191199,"R",1201,"R",1664,"R",72,"R",1028,"R",0,"R",1028,"R",582,"R",57,"R",109,"R",0,"R",109,"R",45,"R",41
191205,"R",231,"R",290,"R",80,"R",284,"R",1,"R",283,"R",191,"R",67,"R",7,"R",0,"R",7,"R",6,"R",86
191241,"R",1761,"R",2064,"R",85,"R",1696,"R",0,"R",1696,"R",1526,"R",90,"R",22,"R",0,"R",22,"R",13,"R",59
191302,"R",553,"R",676,"R",82,"R",523,"R",0,"R",523,"R",295,"R",56,"R",49,"R",0,"R",49,"R",18,"R",37
191311,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",24,"R",86,"R",0,"R",0,"R",0,"R",0,"A",
191339,"R",1046,"R",1637,"R",64,"R",1007,"R",1,"R",1006,"R",577,"R",57,"R",92,"R",0,"R",92,"R",37,"R",40
191384,"R",73,"R",73,"R",100,"R",75,"R",0,"R",75,"R",26,"R",35,"Z",0,"Z",0,"R",0,"Z",0,"A",
191393,"R",165,"R",165,"R",100,"R",170,"R",0,"R",170,"R",56,"R",33,"Z",0,"Z",0,"R",0,"Z",0,"A",
191515,"R",468,"R",474,"R",99,"R",501,"Z",0,"R",501,"R",466,"R",93,"Z",0,"Z",0,"R",0,"Z",0,"A",
191533,"R",452,"R",502,"R",90,"R",474,"Z",0,"R",474,"R",361,"R",76,"Z",0,"Z",0,"R",0,"Z",0,"A",
191597,"R",51,"R",130,"R",39,"R",18,"R",0,"R",18,"R",17,"R",94,"R",12,"R",0,"R",12,"R",10,"R",83
191612,"R",850,"R",1281,"R",66,"R",778,"R",4,"R",774,"R",448,"R",58,"R",263,"R",0,"R",263,"R",45,"R",17
191621,"R",207,"R",211,"R",98,"R",166,"R",0,"R",166,"R",132,"R",80,"R",47,"R",0,"R",47,"R",20,"R",43
191630,"R",602,"R",621,"R",97,"R",597,"R",0,"R",597,"R",513,"R",86,"R",0,"R",0,"R",0,"R",0,"A",
191649,"R",1730,"R",2376,"R",73,"R",1710,"R",2,"R",1708,"R",1348,"R",79,"R",6,"R",0,"R",6,"R",3,"R",50
191676,"R",265,"R",385,"R",69,"R",307,"R",0,"R",307,"R",251,"R",82,"Z",0,"Z",0,"R",0,"Z",0,"A",
191719,"R",2642,"R",4033,"R",66,"R",2379,"R",20,"R",2359,"R",1793,"R",76,"R",239,"R",4,"R",235,"R",125,"R",53
191728,"A",,"A",,"A",,"R",352,"R",0,"R",352,"R",254,"R",72,"R",183,"R",0,"R",183,"R",123,"R",67
191764,"R",10,"R",72,"R",14,"R",13,"R",0,"R",13,"R",9,"R",69,"R",8,"R",0,"R",8,"R",3,"R",38
191834,"A",,"A",,"A",,"R",202,"R",0,"R",202,"R",181,"R",90,"R",75,"R",0,"R",75,"R",45,"R",60
191870,"R",831,"R",868,"R",96,"R",845,"R",0,"R",845,"R",284,"R",34,"R",14,"R",0,"R",14,"R",3,"R",21
191931,"R",907,"R",908,"R",100,"R",906,"R",0,"R",906,"R",779,"R",86,"R",4,"R",0,"R",4,"R",2,"R",50
191940,"A",,"A",,"A",,"R",39,"R",0,"R",39,"R",37,"R",95,"R",30,"R",1,"R",29,"R",24,"R",83
191959,"R",47,"R",47,"R",100,"R",34,"R",1,"R",33,"R",25,"R",76,"R",0,"R",0,"R",0,"R",0,"A",
191968,"R",1797,"R",1941,"R",93,"R",1521,"R",0,"R",1521,"R",1322,"R",87,"R",0,"R",0,"R",0,"R",0,"A",
191986,"R",808,"R",1195,"R",68,"R",904,"Z",0,"R",904,"R",541,"R",60,"R",73,"Z",0,"R",73,"R",32,"R",44
192004,"R",87,"R",126,"R",69,"R",66,"R",0,"R",66,"R",35,"R",53,"R",0,"R",0,"R",0,"R",0,"A",
192022,"R",619,"R",1141,"R",54,"R",587,"Z",0,"R",587,"R",320,"R",55,"R",122,"Z",0,"R",122,"R",35,"R",29
192040,"R",37,"R",40,"R",93,"R",50,"R",0,"R",50,"R",50,"R",100,"R",1,"R",0,"R",1,"R",0,"R",0
192110,"R",106,"R",127,"R",83,"R",108,"R",0,"R",108,"R",103,"R",95,"Z",0,"Z",0,"R",0,"Z",0,"A",
192147,"R",347,"R",420,"R",83,"R",616,"Z",0,"R",616,"R",395,"R",64,"R",103,"Z",0,"R",103,"R",18,"R",17
192156,"R",108,"R",197,"R",55,"R",103,"Z",0,"R",103,"R",76,"R",74,"R",19,"R",0,"R",19,"R",4,"R",21
192165,"R",21,"R",21,"R",100,"R",19,"Z",0,"R",19,"R",19,"R",100,"Z",0,"Z",0,"R",0,"Z",0,"A",
192192,"R",274,"R",274,"R",100,"R",232,"R",0,"R",232,"R",149,"R",64,"R",1,"R",0,"R",1,"R",0,"R",0
192244,"R",1,"R",3,"R",33,"R",2,"R",0,"R",2,"R",1,"R",50,"R",0,"R",0,"R",0,"R",0,"A",
192271,"R",282,"R",443,"R",64,"R",242,"R",0,"R",242,"R",165,"R",68,"Z",0,"Z",0,"R",0,"Z",0,"A",
192323,"R",577,"R",766,"R",75,"R",545,"R",0,"R",545,"R",457,"R",84,"R",0,"R",0,"R",0,"R",0,"A",
192439,"R",822,"R",1393,"R",59,"R",799,"R",0,"R",799,"R",438,"R",55,"R",16,"R",0,"R",16,"R",4,"R",25
192448,"R",1102,"R",1620,"R",68,"R",1129,"R",0,"R",1129,"R",797,"R",71,"R",11,"R",0,"R",11,"R",4,"R",36
192475,"R",2,"R",81,"R",2,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",
192484,"A",,"A",,"A",,"R",65,"R",0,"R",65,"R",57,"R",88,"R",40,"Z",0,"R",40,"R",35,"R",88
192509,"R",108,"R",157,"R",69,"R",122,"Z",0,"R",122,"R",40,"R",33,"R",15,"Z",0,"R",15,"R",12,"R",80
192536,"R",18,"R",18,"R",100,"R",16,"R",0,"R",16,"R",10,"R",63,"R",0,"R",0,"R",0,"R",0,"A",
192624,"R",23,"R",26,"R",88,"R",32,"Z",0,"R",32,"R",29,"R",91,"Z",0,"Z",0,"R",0,"Z",0,"A",
192688,"A",,"A",,"A",,"R",115,"R",0,"R",115,"R",92,"R",80,"R",67,"R",0,"R",67,"R",54,"R",81
192703,"R",712,"R",864,"R",82,"R",710,"R",0,"R",710,"R",625,"R",88,"Z",0,"Z",0,"R",0,"Z",0,"A",
192712,"R",121,"R",137,"R",88,"R",79,"Z",0,"R",79,"R",73,"R",92,"Z",0,"Z",0,"R",0,"Z",0,"A",
192749,"R",461,"R",523,"R",88,"R",509,"R",0,"R",509,"R",386,"R",76,"R",1,"R",0,"R",1,"R",1,"R",100
192785,"R",60,"R",242,"R",25,"R",69,"R",0,"R",69,"R",29,"R",42,"R",43,"R",0,"R",43,"R",29,"R",67
192800,"R",39,"R",39,"R",100,"R",37,"Z",0,"R",37,"R",27,"R",73,"Z",0,"Z",0,"R",0,"Z",0,"A",
192819,"R",1019,"R",1305,"R",78,"R",1038,"R",0,"R",1038,"R",940,"R",91,"Z",0,"Z",0,"R",0,"Z",0,"A",
192828,"A",,"A",,"A",,"R",59,"R",0,"R",59,"R",34,"R",58,"R",24,"R",0,"R",24,"R",18,"R",75
192855,"R",1,"R",23,"R",4,"R",0,"R",0,"R",0,"R",0,"A",,"R",1,"R",0,"R",1,"R",1,"R",100
192864,"R",470,"R",625,"R",75,"R",430,"Z",0,"R",430,"R",248,"R",58,"R",24,"Z",0,"R",24,"R",10,"R",42
192925,"R",419,"R",612,"R",68,"R",329,"R",0,"R",329,"R",211,"R",64,"R",1,"R",0,"R",1,"R",0,"R",0
192961,"R",0,"R",26,"R",0,"R",3,"Z",0,"R",3,"R",1,"R",33,"R",1,"Z",0,"R",1,"R",0,"R",0
192970,"R",1,"R",9,"R",11,"R",2,"R",0,"R",2,"R",2,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
192998,"R",3,"R",6,"R",50,"R",7,"R",0,"R",7,"R",7,"R",100,"R",2,"R",0,"R",2,"R",1,"R",50
193016,"R",532,"R",1482,"R",36,"R",619,"R",0,"R",619,"R",369,"R",60,"R",40,"R",0,"R",40,"R",20,"R",50
193052,"R",57,"R",102,"R",56,"R",41,"R",0,"R",41,"R",19,"R",46,"R",11,"R",0,"R",11,"R",7,"R",64
193061,"R",5,"R",7,"R",71,"R",11,"Z",0,"R",11,"R",10,"R",91,"Z",0,"Z",0,"R",0,"Z",0,"A",
193070,"R",13,"R",13,"R",100,"R",24,"Z",0,"R",24,"R",24,"R",100,"Z",0,"Z",0,"R",0,"Z",0,"A",
193122,"A",,"A",,"A",,"R",77,"Z",0,"R",77,"R",63,"R",82,"R",32,"Z",0,"R",32,"R",30,"R",94
193186,"A",,"A",,"A",,"R",21,"R",0,"R",21,"R",14,"R",67,"R",17,"R",0,"R",17,"R",13,"R",76
193201,"R",55,"R",73,"R",75,"R",95,"R",0,"R",95,"R",54,"R",57,"R",0,"R",0,"R",0,"R",0,"A",
193247,"R",75,"R",75,"R",100,"R",69,"R",0,"R",69,"R",55,"R",80,"R",0,"R",0,"R",0,"R",0,"A",
193265,"A",,"A",,"A",,"R",39,"R",0,"R",39,"R",31,"R",79,"R",22,"R",0,"R",22,"R",21,"R",95
193283,"R",1380,"R",1946,"R",71,"R",1400,"R",0,"R",1400,"R",811,"R",58,"R",93,"R",0,"R",93,"R",40,"R",43
193292,"R",370,"R",694,"R",53,"R",271,"Z",0,"R",271,"R",218,"R",80,"R",4,"Z",0,"R",4,"R",1,"R",25
193308,"R",744,"R",1002,"R",74,"R",768,"Z",0,"R",768,"R",538,"R",70,"R",30,"Z",0,"R",30,"R",19,"R",63
193317,"R",460,"R",646,"R",71,"R",431,"Z",0,"R",431,"R",310,"R",72,"R",19,"R",0,"R",19,"R",10,"R",53
193326,"R",3744,"R",6092,"R",61,"R",3449,"R",0,"R",3449,"R",2204,"R",64,"R",670,"R",0,"R",670,"R",246,"R",37
193353,"R",364,"R",612,"R",59,"R",400,"R",0,"R",400,"R",287,"R",72,"R",5,"R",0,"R",5,"R",2,"R",40
193380,"R",0,"R",0,"Z",0,"R",3,"R",0,"R",3,"R",3,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
193399,"R",394,"R",465,"R",85,"R",390,"R",0,"R",390,"R",299,"R",77,"R",0,"R",0,"R",0,"R",0,"A",
193478,"R",4910,"R",7282,"R",67,"R",4750,"Z",0,"R",4750,"R",3242,"R",68,"R",405,"R",0,"R",405,"R",166,"R",41
193584,"R",458,"R",617,"R",74,"R",481,"R",0,"R",481,"R",400,"R",83,"R",0,"R",0,"R",0,"R",0,"A",
193609,"A",,"A",,"A",,"R",56,"R",0,"R",56,"R",28,"R",50,"R",0,"R",0,"R",0,"R",0,"A",
193645,"R",888,"R",1213,"R",73,"R",903,"Z",0,"R",903,"R",515,"R",57,"R",66,"Z",0,"R",66,"R",16,"R",24
193654,"R",1002,"R",2154,"R",47,"R",883,"R",0,"R",883,"R",715,"R",81,"R",11,"Z",0,"R",11,"R",3,"R",27
193760,"A",,"A",,"A",,"R",83,"R",0,"R",83,"R",54,"R",65,"R",25,"R",0,"R",25,"R",20,"R",80
193788,"R",112,"R",118,"R",95,"R",172,"R",0,"R",172,"R",120,"R",70,"R",34,"R",0,"R",34,"R",30,"R",88
193858,"A",,"A",,"A",,"R",184,"R",0,"R",184,"R",151,"R",82,"Z",0,"Z",0,"R",0,"Z",0,"A",
193900,"R",4890,"R",5663,"R",86,"R",4707,"R",0,"R",4707,"R",4324,"R",92,"R",33,"R",0,"R",33,"R",15,"R",45
193946,"R",1249,"R",1768,"R",71,"R",1209,"R",0,"R",1209,"R",778,"R",64,"R",148,"R",0,"R",148,"R",87,"R",59
193973,"R",739,"R",739,"R",100,"R",707,"R",0,"R",707,"R",573,"R",81,"Z",0,"Z",0,"R",0,"Z",0,"A",
193991,"A",,"A",,"A",,"R",14,"R",0,"R",14,"R",12,"R",86,"R",37,"R",0,"R",37,"R",26,"R",70
194028,"R",312,"R",462,"R",68,"R",336,"R",0,"R",336,"R",184,"R",55,"R",45,"R",0,"R",45,"R",16,"R",36
194091,"R",633,"R",774,"R",82,"R",660,"R",0,"R",660,"R",481,"R",73,"R",90,"R",0,"R",90,"R",61,"R",68
194107,"R",256,"R",309,"R",83,"R",288,"R",0,"R",288,"R",175,"R",61,"R",11,"R",0,"R",11,"R",1,"R",9
194116,"R",42,"R",149,"R",28,"R",75,"R",0,"R",75,"R",66,"R",88,"R",162,"R",0,"R",162,"R",139,"R",86
194161,"R",250,"R",329,"R",76,"R",248,"R",0,"R",248,"R",189,"R",76,"R",81,"R",0,"R",81,"R",18,"R",22
194189,"R",3,"R",4,"R",75,"R",1,"Z",0,"R",1,"R",1,"R",100,"Z",0,"Z",0,"R",0,"Z",0,"A",
194204,"R",30,"R",43,"R",70,"R",31,"Z",0,"R",31,"R",18,"R",58,"R",3,"R",0,"R",3,"R",2,"R",67
194222,"R",1525,"R",3201,"R",48,"R",1204,"Z",0,"R",1204,"R",654,"R",54,"R",129,"Z",0,"R",129,"R",65,"R",50
194240,"R",1324,"R",2045,"R",65,"R",1186,"R",0,"R",1186,"R",770,"R",65,"R",419,"R",0,"R",419,"R",159,"R",38
194259,"R",37,"R",38,"R",97,"R",40,"Z",0,"R",40,"R",33,"R",83,"Z",0,"Z",0,"R",0,"Z",0,"A",
194310,"R",1537,"R",2390,"R",64,"R",1131,"R",0,"R",1131,"R",829,"R",73,"R",20,"R",0,"R",20,"R",4,"R",20
194392,"R",311,"R",364,"R",85,"R",183,"R",0,"R",183,"R",126,"R",69,"R",1,"R",0,"R",1,"R",0,"R",0
194435,"A",,"A",,"A",,"R",26,"R",0,"R",26,"R",22,"R",85,"R",65,"R",0,"R",65,"R",55,"R",85
194453,"A",,"A",,"A",,"R",85,"R",1,"R",84,"R",70,"R",83,"R",17,"R",0,"R",17,"R",11,"R",65
194499,"R",184,"R",270,"R",68,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",
194541,"R",329,"R",412,"R",80,"R",380,"R",0,"R",380,"R",319,"R",84,"R",1,"R",0,"R",1,"R",1,"R",100
194569,"R",42,"R",98,"R",43,"R",49,"R",0,"R",49,"R",33,"R",67,"R",3,"R",0,"R",3,"R",0,"R",0
194578,"R",598,"C",875,"C",68,"R",659,"R",0,"R",659,"R",525,"R",80,"R",3,"R",0,"R",3,"R",3,"R",100
194611,"R",385,"R",390,"R",99,"R",271,"R",0,"R",271,"R",91,"R",34,"R",7,"R",0,"R",7,"R",2,"R",29
194657,"R",19,"R",36,"R",53,"R",20,"Z",0,"R",20,"R",18,"R",90,"Z",0,"Z",0,"R",0,"Z",0,"A",
194666,"R",31,"R",46,"R",67,"R",36,"R",0,"R",36,"R",36,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
194675,"R",6,"R",6,"R",100,"R",1,"R",0,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
194693,"R",12,"R",19,"R",63,"R",11,"Z",0,"R",11,"R",8,"R",73,"Z",0,"Z",0,"R",0,"Z",0,"A",
194709,"R",16,"R",16,"R",100,"R",16,"R",0,"R",16,"R",11,"R",69,"R",0,"R",0,"R",0,"R",0,"A",
194718,"R",17,"R",17,"R",100,"R",17,"Z",0,"R",17,"R",14,"R",82,"Z",0,"Z",0,"R",0,"Z",0,"A",
194736,"R",36,"R",40,"R",90,"R",39,"Z",0,"R",39,"R",34,"R",87,"Z",0,"Z",0,"R",0,"Z",0,"A",
194763,"R",80,"R",80,"R",100,"R",91,"R",0,"R",91,"R",67,"R",74,"Z",0,"Z",0,"R",0,"Z",0,"A",
194824,"R",1288,"R",1380,"R",93,"R",1270,"R",0,"R",1270,"R",1167,"R",92,"R",0,"R",0,"R",0,"R",0,"A",
194879,"A",,"A",,"A",,"R",42,"R",0,"R",42,"R",24,"R",57,"R",23,"R",0,"R",23,"R",14,"R",61
194958,"R",246,"R",359,"R",69,"R",241,"Z",0,"R",241,"R",192,"R",80,"R",5,"Z",0,"R",5,"R",2,"R",40
194967,"R",111,"R",187,"R",59,"R",213,"R",0,"R",213,"R",68,"R",32,"R",50,"R",0,"R",50,"R",20,"R",40
195003,"R",2500,"R",3234,"R",77,"R",2363,"R",22,"R",2341,"R",1974,"R",84,"R",5,"R",0,"R",5,"R",4,"R",80
195030,"R",1182,"R",1406,"R",84,"R",1219,"R",0,"R",1219,"R",1174,"R",96,"R",0,"R",0,"R",0,"R",0,"A",
195058,"R",1285,"R",1965,"R",65,"R",1140,"Z",0,"R",1140,"R",745,"R",65,"R",113,"Z",0,"R",113,"R",53,"R",47
195067,"A",,"A",,"A",,"R",184,"Z",0,"R",184,"R",129,"R",70,"R",111,"Z",0,"R",111,"R",50,"R",45
195128,"R",82,"R",176,"R",47,"R",113,"R",0,"R",113,"R",78,"R",69,"R",0,"R",0,"R",0,"R",0,"A",
195137,"R",80,"R",236,"R",34,"R",105,"R",0,"R",105,"R",72,"R",69,"R",0,"R",0,"R",0,"R",0,"A",
195164,"R",527,"R",617,"R",85,"R",461,"Z",0,"R",461,"R",354,"R",77,"R",0,"Z",0,"R",0,"Z",0,"A",
195173,"R",480,"R",645,"R",74,"R",476,"R",0,"R",476,"R",354,"R",74,"R",30,"R",0,"R",30,"R",9,"R",30
195191,"R",18,"R",94,"R",19,"R",17,"Z",0,"R",17,"R",14,"R",82,"Z",0,"Z",0,"R",0,"Z",0,"A",
195216,"R",627,"R",642,"R",98,"R",611,"R",2,"R",609,"R",537,"R",88,"R",0,"Z",0,"R",0,"Z",0,"A",
195234,"R",623,"R",624,"R",100,"R",633,"R",0,"R",633,"R",518,"R",82,"R",3,"R",0,"R",3,"R",3,"R",100
195243,"R",324,"R",436,"R",74,"R",323,"R",0,"R",323,"R",234,"R",72,"R",2,"R",1,"R",1,"R",0,"R",0
195289,"R",6,"R",49,"R",12,"R",2,"R",0,"R",2,"R",2,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
195304,"R",363,"R",363,"R",100,"R",381,"Z",0,"R",381,"R",324,"R",85,"R",1,"Z",0,"R",1,"R",1,"R",100
195322,"R",556,"R",1256,"R",44,"R",554,"R",0,"R",554,"R",298,"R",54,"R",100,"R",0,"R",100,"R",40,"R",40
195438,"R",46,"R",46,"R",100,"R",75,"R",0,"R",75,"R",63,"R",84,"R",0,"R",0,"R",0,"R",0,"A",
195474,"R",781,"R",1057,"R",74,"R",690,"R",0,"R",690,"R",596,"R",86,"R",0,"R",0,"R",0,"R",0,"A",
195492,"R",7,"R",20,"R",35,"R",19,"Z",0,"R",19,"R",6,"R",32,"R",2,"Z",0,"R",2,"R",2,"R",100
195526,"R",682,"R",718,"R",95,"R",672,"R",0,"R",672,"R",632,"R",94,"Z",0,"Z",0,"R",0,"Z",0,"A",
195544,"R",163,"R",530,"R",31,"R",162,"R",0,"R",162,"R",136,"R",84,"R",4,"R",0,"R",4,"R",3,"R",75
195562,"R",491,"R",1433,"R",34,"R",434,"R",0,"R",434,"R",351,"R",81,"R",1,"R",0,"R",1,"R",1,"R",100
195623,"A",,"A",,"A",,"R",2,"R",0,"R",2,"R",1,"R",50,"R",5,"R",0,"R",5,"R",2,"R",40
195669,"R",15,"R",15,"R",100,"R",15,"R",1,"R",14,"R",14,"R",100,"Z",0,"Z",0,"R",0,"Z",0,"A",
195687,"R",17,"R",85,"R",20,"R",17,"R",0,"R",17,"R",10,"R",59,"R",1,"R",0,"R",1,"R",1,"R",100
195702,"R",4,"R",11,"R",36,"R",10,"R",0,"R",10,"R",6,"R",60,"R",0,"R",0,"R",0,"R",0,"A",
195720,"R",548,"R",832,"R",66,"R",563,"R",0,"R",563,"R",483,"R",86,"Z",0,"Z",0,"R",0,"Z",0,"A",
195784,"R",30,"R",36,"R",83,"R",24,"R",0,"R",24,"R",20,"R",83,"R",37,"R",0,"R",37,"R",32,"R",86
195793,"R",2,"R",14,"R",14,"R",3,"R",0,"R",3,"R",3,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
195809,"R",3154,"R",6049,"R",52,"R",3260,"R",0,"R",3260,"R",2569,"R",79,"R",6,"R",0,"R",6,"R",3,"R",50
195845,"R",44,"R",136,"R",32,"R",44,"R",0,"R",44,"R",28,"R",64,"R",6,"R",0,"R",6,"R",3,"R",50
195924,"A",,"A",,"A",,"R",130,"Z",0,"R",130,"R",35,"R",27,"R",87,"Z",0,"R",87,"R",22,"R",25
195933,"A",,"A",,"A",,"R",220,"Z",0,"R",220,"R",112,"R",51,"R",161,"Z",0,"R",161,"R",33,"R",20
195988,"R",405,"R",535,"R",76,"R",392,"R",0,"R",392,"R",151,"R",39,"R",83,"R",0,"R",83,"R",16,"R",19
196006,"R",1089,"R",1327,"R",82,"R",85,"R",0,"R",85,"R",67,"R",79,"R",0,"R",0,"R",0,"R",0,"A",
196015,"R",731,"R",1178,"R",62,"R",28,"R",0,"R",28,"R",21,"R",75,"Z",0,"Z",0,"R",0,"Z",0,"A",
196024,"R",1003,"R",1186,"R",85,"R",35,"R",0,"R",35,"R",28,"R",80,"R",2,"R",0,"R",2,"R",1,"R",50
196033,"R",968,"R",1272,"R",76,"R",65,"R",0,"R",65,"R",48,"R",74,"R",0,"R",0,"R",0,"R",0,"A",
196042,"R",986,"R",1997,"R",49,"R",252,"R",0,"R",252,"R",187,"R",74,"R",7,"R",0,"R",7,"R",6,"R",86
196051,"R",1064,"R",1457,"R",73,"R",44,"Z",0,"R",44,"R",32,"R",73,"R",0,"Z",0,"R",0,"R",0,"A",
196060,"R",2516,"R",4108,"R",61,"R",2412,"R",0,"R",2412,"R",2013,"R",83,"R",6,"R",0,"R",6,"R",3,"R",50
196079,"R",2218,"R",3211,"R",69,"R",2319,"R",1,"R",2318,"R",2087,"R",90,"R",96,"R",0,"R",96,"R",90,"R",94
196088,"R",3257,"R",5118,"R",64,"R",3460,"R",0,"R",3460,"R",2993,"R",87,"R",11,"R",0,"R",11,"R",6,"R",55
196097,"R",2760,"R",4276,"R",65,"R",2708,"R",0,"R",2708,"R",2419,"R",89,"Z",0,"Z",0,"R",0,"Z",0,"A",
196103,"R",250,"R",449,"R",56,"R",242,"R",0,"R",242,"R",204,"R",84,"R",3,"R",0,"R",3,"R",3,"R",100
196112,"R",203,"R",857,"R",24,"R",130,"R",0,"R",130,"R",86,"R",66,"R",2,"R",0,"R",2,"R",2,"R",100
196121,"R",1038,"R",1945,"R",53,"R",1015,"R",0,"R",1015,"R",850,"R",84,"R",2,"R",0,"R",2,"R",0,"R",0
196130,"R",1390,"R",2566,"R",54,"R",1400,"R",0,"R",1400,"R",1058,"R",76,"R",11,"R",0,"R",11,"R",4,"R",36
196149,"R",1194,"R",1814,"R",66,"R",1081,"R",0,"R",1081,"R",874,"R",81,"R",0,"R",0,"R",0,"R",0,"A",
196158,"R",1057,"R",1496,"R",71,"R",1019,"R",0,"R",1019,"R",862,"R",85,"R",51,"R",0,"R",51,"R",6,"R",12
196167,"R",1032,"R",1413,"R",73,"R",1080,"R",0,"R",1080,"R",961,"R",89,"R",5,"R",0,"R",5,"R",5,"R",100
196176,"R",942,"R",1931,"R",49,"R",989,"R",0,"R",989,"R",848,"R",86,"R",10,"R",0,"R",10,"R",0,"R",0
196185,"R",1145,"R",1666,"R",69,"R",1117,"R",0,"R",1117,"R",905,"R",81,"R",1,"R",0,"R",1,"R",0,"R",0
196194,"R",1383,"R",2134,"R",65,"R",1342,"R",30,"R",1312,"R",1009,"R",77,"R",5,"R",0,"R",5,"R",3,"R",60
196200,"R",837,"R",1178,"R",71,"R",743,"R",0,"R",743,"R",537,"R",72,"R",2,"R",0,"R",2,"R",1,"R",50
196219,"R",785,"R",1266,"R",62,"R",678,"R",0,"R",678,"R",554,"R",82,"R",2,"R",0,"R",2,"R",0,"R",0
196237,"R",430,"R",1057,"R",41,"R",413,"R",0,"R",413,"R",300,"R",73,"R",3,"R",0,"R",3,"R",0,"R",0
196246,"R",973,"R",1626,"R",60,"R",1104,"R",0,"R",1104,"R",889,"R",81,"R",1,"R",0,"R",1,"R",0,"R",0
196264,"R",287,"R",3757,"R",8,"R",249,"R",0,"R",249,"R",100,"R",40,"R",257,"R",0,"R",257,"R",131,"R",51
196291,"R",369,"R",467,"R",79,"R",243,"R",0,"R",243,"R",171,"R",70,"R",0,"Z",0,"R",0,"Z",0,"A",
196389,"R",27,"R",114,"R",24,"R",99,"Z",0,"R",99,"R",91,"R",92,"R",31,"Z",0,"R",31,"R",23,"R",74
196413,"R",3093,"R",3441,"R",90,"R",3049,"R",0,"R",3049,"R",2772,"R",91,"R",12,"R",0,"R",12,"R",7,"R",58
196431,"R",76,"R",259,"R",29,"R",57,"Z",0,"R",57,"R",41,"R",72,"Z",0,"Z",0,"R",0,"Z",0,"A",
196440,"R",9,"R",13,"R",69,"R",5,"Z",0,"R",5,"R",3,"R",60,"R",1,"Z",0,"R",1,"R",0,"R",0
196477,"R",937,"R",1240,"R",76,"R",859,"R",0,"R",859,"R",321,"R",37,"R",5,"R",0,"R",5,"R",2,"R",40
196565,"R",824,"R",1320,"R",62,"R",707,"R",1,"R",706,"R",368,"R",52,"R",66,"R",0,"R",66,"R",16,"R",24
196583,"R",46,"R",59,"R",78,"R",39,"Z",0,"R",39,"R",27,"R",69,"Z",0,"Z",0,"R",0,"Z",0,"A",
196592,"R",1099,"R",1337,"R",82,"R",207,"R",0,"R",207,"R",164,"R",79,"R",40,"R",0,"R",40,"R",21,"R",53
196653,"R",136,"R",329,"R",41,"R",134,"R",0,"R",134,"R",73,"R",54,"R",23,"R",0,"R",23,"R",16,"R",70
196699,"R",537,"R",873,"R",62,"R",619,"R",0,"R",619,"R",376,"R",61,"R",175,"R",0,"R",175,"R",61,"R",35
196857,"A",,"A",,"A",,"R",145,"R",0,"R",145,"R",117,"R",81,"R",2,"R",0,"R",2,"R",2,"R",100
196866,"R",560,"R",596,"R",94,"R",560,"R",0,"R",560,"R",507,"R",91,"Z",0,"Z",0,"R",0,"Z",0,"A",
197018,"R",369,"R",395,"R",93,"R",318,"Z",0,"R",318,"R",306,"R",96,"R",0,"R",0,"R",0,"R",0,"A",
